WKT,OBJECTID,LENGTH
"MULTILINESTRING ((771148.954078983 81674.1564252631,771150.401377482 81673.1651264726,771151.400576437 81672.6093271666,771152.745075022 81671.9423280108,771160.656867165 81662.4325391171,771165.999461813 81656.5749459976,771156.115877203 81601.9146051941,771259.854371205 81512.9137116144,771264.193266202 81516.0133085746,771292.466233578 81536.3922885661,771312.627611269 81539.5004868398,771383.800635685 81512.6570222754,771442.723471596 81508.5906316742,771446.056368007 81507.9341326751,771463.437549002 81507.9437341191,771470.335941439 81508.1606344594,771521.566785744 81504.3219429643,771553.54585338 81473.24707976,771576.739031753 81428.6751306345,771589.325518471 81422.9328379923,771597.680409393 81422.2697394214,771597.457709839 81419.8400420703))","20046",
"MULTILINESTRING ((771594.199429341 80027.432170312,771599.753820436 80061.6246332401))","20054",
"MULTILINESTRING ((776665.96887818 77790.6052396875,776674.747066229 77819.7003085716))","20064",
"MULTILINESTRING ((775632.319656082 77163.6380413668,775660.004318196 77258.1378401717,775688.948584618 77282.9313153911,775718.122951717 77296.3372030952,775760.31900453 77310.8536906466,775803.628855127 77337.6483648511,775841.578509823 77385.7967152432,775845.005301896 77437.1353593259,775846.553898619 77456.6007381443,775858.027086154 77456.0596396746,775861.026781928 77467.7826270873,775847.556696675 77467.0058268376,775848.647992464 77503.9602864742,775874.800460399 77547.4472410085,775930.441493181 77627.6905577245,775963.599452671 77681.0296020549,775979.146029117 77761.6968150288,775989.599114495 77801.0858727708,776011.280385907 77861.5035084155,776017.50547749 77881.4164871304,775993.781602799 77888.1549778084,775993.875899956 77921.5666412443,775980.05721316 77944.2416152898))","20065",
"MULTILINESTRING ((729960.335032633 78247.5046281162,729962.45313181 78227.2678510232,729967.355326815 78220.8547586067,730000.092690046 78222.4174593578,730008.210679144 78246.0890333756,730044.04933784 78261.5869187044,730057.975122578 78257.2821246093,730059.086621488 78255.2894269335))","20067",
"MULTILINESTRING ((769077.260853727 93055.5765303748,769076.822354228 93055.3537305808,769074.815456447 93055.1300306448,769060.236974041 93037.4190488191,769073.401062738 93002.9136880002,769047.592495267 92956.3201369495,769043.145700967 92947.2485465334,769042.811001544 92944.920849065,769051.383992735 92938.3981570251,769055.399188544 92936.0823599389))","20069",
"MULTILINESTRING ((766592.223363074 92137.604117015,766595.223859034 92145.8957081449,766596.107856271 92165.813986266,766598.440153523 92167.9203841546))","20076",
MULTILINESTRING EMPTY,"20089",
"MULTILINESTRING ((762309.814376781 88667.8250665952,762309.814976876 88666.7216678152,762303.133784507 88663.5095707798,762299.792388211 88663.1737708596,762261.603431087 88653.3044784309,762249.605249341 88595.3262414327,762240.152661591 88574.0870640722,762228.029976655 88554.2741849029,762215.669291314 88542.1015972723,762146.209871197 88502.3479351393,762132.184987255 88495.1443418754,762072.067456639 88457.9460777367,762043.908889337 88438.2352970624,762016.749721068 88416.985918176,762013.962224628 88411.3372241734,761999.716341391 88398.8298367518,761981.69796347 88372.9310637991,761972.568574845 88357.6634798715,761956.002896226 88321.3709185298,761909.064256685 88220.0059264418,761895.167875099 88184.0488649617,761892.3904802 88160.4859907536,761901.31667224 88139.0255152382,761910.457163978 88118.3439388829,761928.401546337 88094.1252671967,761953.478022391 88052.1078157939,761961.729914817 88034.7453356925,761996.07908413 87952.7875292158,762031.287548334 87918.851969759,762021.495660431 87903.5747857875,762108.614069485 87846.9884558483,762115.852462183 87839.3613649006))","20099",
"MULTILINESTRING ((769995.543339413 84059.925806626,769993.873241309 84059.1504073364,769972.827664725 84054.7134104198,769966.356570011 84075.8400866466,769768.136088583 84057.474889948,769759.67309798 84055.9212909354,769748.985310173 84050.1625963557,769744.866915011 84046.2882002625,769744.64771578 84040.0928070549,769745.205515327 84038.2124091702,769744.203516464 84037.7693095717))","20100",
"MULTILINESTRING ((769035.55583585 88166.3956075961,769037.535029548 88213.5213559172,769067.264596871 88214.6422572923,769065.674593964 88267.6355988446,769062.643893556 88310.1127518435,769027.900331524 88311.3071474778,769021.776338118 88312.6388454744,769015.979244413 88313.2936442458,769017.999844238 88290.0664699793,769018.114944598 88284.5306760816))","20101",
"MULTILINESTRING ((760584.327226285 90378.7290243076,760580.54803149 90366.8900370679,760564.176349202 90370.5311315999))","20102",
"MULTILINESTRING ((771322.549748394 87973.1401208491,771338.024530709 87981.6679128371,771381.861476609 88051.3913400788,771385.976971368 88059.8018312008,771394.668662613 88051.1777414394))","20103",
"MULTILINESTRING ((765558.754543495 93847.815137589,765550.743953402 93835.6446502888,765544.841759445 93840.5091443843,765539.379865225 93842.9352412122))","20113",
"MULTILINESTRING ((766411.466009955 93813.4954529893,766414.693206056 93817.3733490073,766421.809897476 93825.7787403877,766442.977675296 93814.0711552215))","20114",
"MULTILINESTRING ((762544.052447944 86018.6078126404,762543.1655489 86018.8298123203,762551.397138239 86037.6389922558,762556.262927612 86099.2664246247,762545.239239709 86099.5848233287,762549.776130515 86148.7034694827,762571.914502985 86185.8891303191,762572.207196047 86263.1103450779,762627.697323499 86397.5457013965,762623.785526247 86415.6895810265,762606.186044868 86424.1917701283,762572.766579648 86447.187241869,762533.329520077 86481.4547006461,762527.975825157 86490.8538898067,762532.762419618 86494.0647866739,762526.857325209 86504.5764745578,762521.063031895 86500.9198780979,762501.682351311 86523.033052017,762482.283969446 86560.3066091904,762472.570076309 86604.7718592556,762471.225376248 86622.6947393461,762474.531768678 86668.4931890548,762475.076565758 86695.4855592946,762489.623343299 86770.6098775869,762494.069537467 86781.5630658731,762557.921256901 86901.7329386664,762563.040150432 86911.4719283535,762548.007166156 86920.8657166853))","20119",
"MULTILINESTRING ((734612.241379673 76316.2138506636,734611.016581025 76316.4345503222,734603.337990304 76307.140260157,734584.180610588 76321.6211424726,734589.521303972 76330.250733206,734578.159015748 76342.1911189609,734412.995192843 76438.1233988817,734384.250721841 76478.8134510863,734332.749668916 76615.8306935776,734324.176878597 76614.3889945407,734319.269482654 76633.0790732167,734328.175972539 76635.2951714106,734303.319795719 76695.3428022036,734235.18895154 76960.9619992383,734233.178153112 76969.7725892061,734219.023369048 76968.0580900491,734218.1630686 76986.5075692999,734228.878656592 76987.0366695238,734199.474079871 77112.1680269923,734117.325556358 77311.5525971676,734114.20075861 77327.6995788235,734107.85476579 77326.4800797055,734104.616467807 77347.3829560221,734108.958662924 77347.8273558559,734072.694390101 77521.6825581452,734036.463722975 77620.6579443891,734034.008124683 77634.1506290706,734004.022852337 77710.1229415806,733984.945267147 77794.7272452455,733956.529394857 77847.1412842879,733927.795625666 77863.8297633657,733924.789228992 77864.2707626397,733922.451231638 77863.8273629558,733920.670433736 77862.3886644326,733919.890834571 77862.8307638759,733647.120842293 77823.3324872141,733649.57564045 77811.6094005523,733638.108653481 77808.7285029007,733635.652155039 77824.2120853466,733542.020160727 77810.0125940814,733297.305636624 77777.49531177,733231.505410612 77771.3825135801,733235.29660732 77759.1071276402,733214.698630367 77758.6554265682,733217.810225882 77771.8188120407,732983.777288584 77756.3397114544,732720.456383114 77753.1247948727,732721.34868238 77749.6963987882,732703.423002457 77749.1353980425,732700.74900514 77753.1158933704,732505.345023534 77753.3602781207,732120.77505379 77748.9853535723,732097.189783405 77706.6134993302,732054.092730195 77724.8438755664,732054.862027613 77747.2968504218,731831.067077863 77747.1969333993,731830.287978776 77746.6435339628))","20130",
"MULTILINESTRING ((772377.296498072 80933.5132410385,772383.838591994 80920.69505565,772404.377971592 80896.2158842247,772402.497275817 80870.222512589,772406.417174301 80837.0363493297,772427.046455948 80786.8155061554,772470.646116403 80689.7040163421,772486.687399517 80681.9696261645,772498.824786579 80678.1001314216,772505.845679064 80676.230834057,772529.906253528 80667.1655460099,772535.808747511 80661.9758521955,772577.372405765 80617.9607039494,772656.593524419 80555.3920791908,772664.497115315 80561.0343736593,772669.739110369 80551.6342844088,772662.610718693 80545.2135908581,772684.678097428 80511.0449301815,772690.816791606 80500.4213423467,772693.602289133 80493.5701500947,772773.761014543 80337.510627959,772783.24320675 80306.6457626039,772783.6922064 80304.9861644627,772785.476404635 80302.7707670402))","20141",
"MULTILINESTRING ((736579.997133206 74346.1896056172,736580.436232808 74344.9661070188,736575.872437904 74344.8622067926,736574.4259395 74345.0747064473,736573.203240847 74345.2966061078,736570.972343268 74346.1858049438,736562.292552905 74346.7290036867,736561.956953344 74345.8481046478))","20142",
"MULTILINESTRING ((767932.016377994 93405.5555408926,767932.912477014 93405.5560409727,767934.248575738 93403.4519434119,767925.008185957 93402.5654435493,767866.823042245 93485.6134467671,767845.917353296 93616.253800937,767852.017743251 93653.089060909,767889.728295069 93727.79548204,767897.387883369 93763.9733428796,767896.486483582 93772.485133421,767887.331589805 93814.4109863944,767789.718587991 93912.2615696859,767774.783502968 93927.7378512715,767760.16411459 93976.1788965649,767787.866163428 94203.5366485858,767782.816063459 94263.834281687,767772.887672099 94288.4936536074,767769.650974619 94299.7767408781,767765.753978219 94307.1831323618,767732.333312901 94328.9625053072,767639.765611721 94359.2173635,767581.873276393 94346.7834719052,767573.747685969 94339.591979088,767571.291688501 94341.3616769131))","20153",
"MULTILINESTRING ((735263.312623481 76704.0664656119,735260.423527415 76694.7758758002,735256.647233816 76666.1271076094,735249.423743464 76645.3292303622,735240.970254818 76620.1086579749,735223.378674542 76618.8863580024,735218.932280416 76606.9340710539,735207.826397582 76544.322940359,735177.490941884 76407.0540918476,735166.720358583 76345.5462599411,735166.384759007 76344.8878606545,735163.936862876 76329.9512772034,735166.279060201 76330.7310765079,735155.169176701 76276.7510361423,735138.953501968 76182.3941406278,735127.168918755 76134.4955934002,735121.055227047 76115.1353146274,735121.057327413 76110.2680200801,735113.487135617 76113.472515917,735113.37323541 76117.8946109534))","20169",
"MULTILINESTRING ((773453.620887268 81351.0055731525,773433.277312809 81311.378414903,773431.645414653 81310.6389155759,773425.017623521 81291.2158363206,773424.898523869 81288.636139141,773408.64824479 81250.7934792778,773396.900759938 81223.1286086333,773354.906007643 81201.1576292084,773330.914734891 81188.7091408501,773327.300039163 81184.8470447833))","20171",
"MULTILINESTRING ((771382.27968328 78542.3140829905,771390.309676274 78520.6380074404,771394.340274448 78489.1119423734,771374.514596337 78486.449443674,771369.166302257 78485.5564442155,771364.481006039 78501.9301258601))","20172",
"MULTILINESTRING ((772868.324761561 80933.4224821523,772879.696350828 80913.1854053022,772892.619038643 80890.0654317438,772994.105031735 80842.6611922177,773005.361920741 80827.0700102598,773014.944811085 80817.3386217341,773022.189503298 80815.7939240326,773055.145266477 80825.6600159636,773035.286683356 80883.2905510931))","20174",
"MULTILINESTRING ((776086.371502455 80297.3847480548,776095.166593096 80294.6260518091,776103.173182508 80316.8678281284))","20182",
"MULTILINESTRING ((777134.717161197 80279.9244548073,777136.721458597 80284.9054495262,777109.537586777 80302.1480283853))","20183",
"MULTILINESTRING ((720525.092676982 72079.9381771936,720557.044640911 72081.8326773413))","20184",
"MULTILINESTRING ((770361.420829683 82991.0001124274,770343.394151648 82964.5494399671,770350.079944902 82957.8046479442))","20185",
"MULTILINESTRING ((721351.254898929 71366.9161411034,721350.367999863 71367.796440045,721348.58620197 71366.3589415401,721344.467507709 71350.7648588477))","20186",
"MULTILINESTRING ((766255.069022855 87734.7603398881,766244.410038899 87684.8579939528,766239.523846408 87660.1898207113,766243.775243792 87636.630347045,766244.439243247 87634.525849422,766255.698632651 87614.2900727022,766276.981010727 87597.8155927077,766293.686393363 87586.6517064644,766303.376182854 87585.2200088845,766316.297469067 87580.6930149971,766349.935033102 87569.7614299702,766372.099809547 87560.9188416415,766412.092966424 87552.0958548439,766470.557202812 87545.8241668401,766495.281975428 87548.7128658075,766513.537154992 87553.3691622662,766520.898547818 87542.9787743547,766528.917739172 87541.212176999,766613.668246853 87533.4072929723,766702.196249952 87530.6859036729,766709.553642186 87527.1572082007,766723.924627247 87517.6424199326,766743.356414026 87424.5093242268,766755.394203097 87398.3023541437,766812.472148721 87303.4105636395,766822.835639137 87282.8403871998,766827.290434585 87278.9762918436,766872.633487211 87251.6757258563,766937.904017755 87226.9272587855,766972.872679746 87222.858166305,766985.464065837 87223.9689661768,767018.644128918 87229.9596624592,767035.125910442 87234.512758875,767055.05608879 87232.0855632803,767062.964780489 87227.7783687122,767109.870231946 87194.2844096766,767125.353115934 87183.1198233181,767137.386602973 87180.363527398,767164.561573574 87175.6221349806,767186.049850101 87174.5218380591,767216.903316776 87168.5680472958,767248.422383165 87157.5238621971,767260.127771767 87140.9323814844,767269.48856266 87127.5572970277,767276.295056866 87108.3109188136,767267.868872157 87038.6121948411,767264.223779649 86998.3386388764,767267.469778572 86969.6877707116,767289.994958278 86918.8119286925,767305.599043553 86891.2714603734,767314.177335543 86875.1326788888,767328.015523884 86834.535324797,767333.928219421 86811.1991510061,767325.038131433 86785.0819789966,767308.339051148 86768.91939535,767279.73498479 86742.6889217589,767235.656135627 86713.8995496474,767218.958055511 86695.743268196,767203.492174057 86677.4856869646,767177.355208234 86613.7484548966,767132.879067185 86496.1262805876,767120.737880923 86491.2510849089,767088.009717941 86478.2876963568,767120.773486264 86428.9662535054))","20197",
